"60";"61";"62";"63";"64";"65";"66";"67";"68";"69";"70"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"2";"4";"1"
"3";"0";"0";"0";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"0";"0";"0";"1";"0";"1";"1";"13";"13";"0"
"1";"1";"1";"0";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"2";"4";"0";"0";"D";"D";"D";"D";"D";"D"
"BS";"2";"2";"2";"2";"0";"2";"0";"2";"2";"2"
"0";"0";"0";"0";"0";"6";"6";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"1";"0";"1";"1";"1"
"0";"1";"1";"1";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"2";"2";"2";"8";"2";"2";"2";"2";"2";"2";"2"
"0";"0";"7";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"2";"0";"3"
"BS";"BS";"BS";"0";"0";"0";"0";"0";"0";"11";"11"
"6";"6";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"AE"
"1";"1";"1";"0";"1";"1";"1";"0";"1";"AE";"AE"
"BS";"BS";"BS";"BS";"1";"1";"1";"1";"0";"10";"2"
"0";"0";"0";"0";"1";"1";"1";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"7";"0";"0";"0";"AE";"AE"
"BS";"BS";"BS";"3";"3";"3";"3";"14";"3";"0";"3"
"0";"11";"11";"11";"14";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"0";"0";"0";"0";"0";"15";"0";"3";"0";"0"
"BS";"BS";"BS";"1";"4";"4";"6";"6";"6";"6";"6"
"4";"4";"1";"1";"1";"1";"1";"1";"1";"AE";"AE"
"BS";"BS";"1";"1";"11";"1";"0";"1";"0";"1";"1"
"BS";"BS";"BS";"BS";"0";"0";"0";"0";"0";"0";"3"
"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"AE"
"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"0";"0";"3"
"0";"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"2";"2";"2";"2";"2";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"4";"5"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"2";"2";"2"
"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"3";"14";"3";"0";"0"
"BS";"0";"1";"1";"1";"1";"1";"1";"0";"D";"D"
"1";"D";"D";"D";"D";"D";"D";"D";"D";"D";"D"
"BS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8"
"1";"0";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"7";"3";"3";"3";"3"
"BS";"BS";"BS";"0";"1";"1";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"0";"2";"2";"2";"2";"2";"2"
"0";"0";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"3";"3";"3";"3";"0";"3";"3";"3";"0";"0";"3"
"2";"2";"2";"0";"2";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1"
"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1"
"BS";"BS";"0";"2";"2";"2";"2";"2";"4";"0";"1"
"0";"0";"7";"0";"0";"0";"0";"0";"0";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"1";"0";"0"
"0";"0";"0";"0";"0";"0";"0";"0";"1";"AE";"AE"
"BS";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"0";"1";"7";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1"
"0";"0";"0";"13";"12";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"0";"0";"0";"0";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"4";"4";"1";"1";"1";"1"
"1";"1";"1";"1";"0";"0";"0";"15";"5";"5";"AE"
"BS";"3";"3";"3";"3";"3";"7";"0";"3";"3";"3"
"8";"8";"8";"0";"8";"6";"0";"6";"6";"6";"0"
"2";"2";"0";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"2";"0";"2";"2";"0";"2";"2";"AE";"AE";"AE";"AE"
"BS";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0"
"1";"1";"D";"D";"D";"D";"D";"D";"D";"D";"D"
"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"AE"
"BS";"0";"0";"0";"0";"4";"2";"2";"2";"2";"2"
"6";"6";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"11";"14";"12";"11";"11";"11"
"1";"1";"1";"1";"1";"1";"1";"1";"1";"AE";"AE"
"4";"2";"2";"2";"8";"9";"2";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"D"
"BS";"BS";"0";"0";"0";"3";"3";"3";"3";"0";"3"
"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"0";"0";"10";"1";"0";"3"
"0";"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"0";"6";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"1";"1";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"5"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"AE"
"1";"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"1";"1"
"BS";"BS";"BS";"BS";"BS";"0";"0";"1";"7";"3";"4"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"2";"2"
"BS";"BS";"BS";"0";"0";"0";"0";"0";"0";"0";"8"
"BS";"BS";"BS";"BS";"BS";"0";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"14"
"BS";"BS";"BS";"0";"2";"2";"2";"0";"0";"2";"D"
"BS";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"BS";"BS";"0";"0";"0";"0";"0";"0";"4";"10";"1"
"BS";"BS";"BS";"BS";"1";"1";"8";"10";"7";"9";"9"
"BS";"BS";"BS";"BS";"1";"1";"0";"0";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
"3";"0";"0";"13";"12";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"10";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1"
"0";"0";"0";"0";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"2";"2";"2";"2";"2";"2";"2";"2";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"0";"1";"1";"1";"1";"1";"1"
"0";"0";"0";"0";"0";"0";"0";"0";"8";"7";"AE"
"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"0";"11";"1";"1";"1";"1";"1";"1";"1";"AE";"AE"
"BS";"BS";"BS";"0";"0";"1";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"5"
"0";"0";"0";"0";"1";"1";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"1";"1";"1";"1";"1";"1";"1";"0"
"0";"0";"0";"3";"3";"D";"D";"D";"D";"D";"D"
"1";"1";"1";"1";"1";"1";"1";"9";"8";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"0";"0";"1"
"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"AE"
"0";"0";"0";"0";"0";"1";"1";"0";"D";"D";"D"
"BS";"BS";"BS";"BS";"0";"1";"1";"1";"1";"1";"0"
"BS";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1"
"BS";"BS";"0";"0";"0";"1";"1";"1";"1";"1";"1"
"0";"0";"0";"0";"1";"1";"0";"0";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"0";"0";"1";"1";"0";"1"
"2";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0"
"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"0";"1";"1";"1";"1"
"0";"1";"1";"1";"1";"0";"0";"0";"1";"D";"D"
"0";"0";"0";"0";"1";"1";"0";"1";"0";"AE";"AE"
"BS";"BS";"BS";"0";"2";"0";"D";"D";"D";"D";"D"
"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"12";"0";"0"
"0";"9";"0";"D";"D";"D";"D";"D";"D";"D";"D"
"BS";"2";"0";"2";"2";"2";"2";"2";"2";"2";"2"
"BS";"BS";"BS";"BS";"BS";"BS";"11";"2";"2";"0";"0"
"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"AE"
"1";"1";"1";"14";"1";"1";"0";"0";"AE";"AE";"AE"
"BS";"BS";"1";"1";"1";"1";"1";"1";"D";"D";"D"
"0";"0";"0";"0";"0";"6";"6";"2";"2";"2";"0"
"2";"2";"2";"2";"2";"2";"0";"AE";"AE";"AE";"AE"
"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"4"
"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"0";"1";"0"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"1";"0";"7";"D";"D"
"2";"12";"0";"12";"0";"1";"8";"0";"0";"0";"AE"
"0";"0";"0";"0";"1";"1";"1";"AE";"AE";"AE";"AE"
"0";"1";"1";"1";"D";"D";"D";"D";"D";"D";"D"
"BS";"BS";"0";"0";"0";"1";"1";"0";"0";"0";"2"
"BS";"BS";"BS";"4";"D";"D";"D";"D";"D";"D";"D"
"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"1";"0";"0";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"4";"1";"11";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"0";"AE";"AE";"AE";"AE"
"0";"6";"6";"6";"6";"5";"0";"AE";"AE";"AE";"AE"
"0";"6";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"1";"9";"D"
"BS";"BS";"BS";"0";"1";"0";"2";"2";"10";"4";"5"
"0";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"1";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"AE"
"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"0";"0";"0";"5";"5";"0";"0";"0";"0";"AE";"AE"
"0";"9";"9";"9";"9";"10";"9";"7";"AE";"AE";"AE"
"0";"0";"3";"3";"0";"0";"0";"0";"0";"0";"AE"
"0";"0";"0";"6";"6";"5";"5";"5";"5";"AE";"AE"
"0";"0";"0";"14";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"0";"1";"1";"0";"AE";"AE"
"5";"5";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"0";"0";"0";"0";"0";"0";"1";"10";"2";"2"
"0";"0";"1";"1";"1";"1";"1";"1";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"7";"9";"8";"7"
"BS";"BS";"BS";"BS";"BS";"0";"0";"1";"3";"3";"3"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"3";"3";"3";"3"
"4";"8";"0";"12";"4";"0";"0";"D";"D";"D";"D"
"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"AE"
"BS";"BS";"BS";"BS";"0";"0";"0";"0";"0";"12";"0"
"0";"0";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"0";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"1";"0";"1";"1";"1";"0";"AE";"AE";"AE";"AE"
"BS";"BS";"2";"2";"2";"2";"2";"2";"2";"2";"2"
"BS";"BS";"BS";"1";"1";"1";"1";"1";"1";"1";"0"
"BS";"BS";"1";"1";"1";"0";"D";"D";"D";"D";"D"
"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"14"
"BS";"BS";"0";"0";"1";"1";"1";"1";"1";"1";"1"
"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"11"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1"
"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"AE"
"BS";"BS";"BS";"BS";"0";"2";"2";"2";"2";"2";"2"
"0";"0";"3";"3";"3";"3";"7";"3";"3";"AE";"AE"
"BS";"BS";"BS";"BS";"10";"8";"8";"10";"7";"6";"0"
"BS";"BS";"BS";"0";"4";"9";"11";"0";"1";"1";"1"
"BS";"BS";"BS";"BS";"0";"0";"0";"2";"2";"2";"2"
"BS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"0";"0";"0";"1";"1";"1";"1"
"0";"0";"0";"2";"2";"2";"2";"D";"D";"D";"D"
"0";"1";"1";"1";"1";"0";"15";"13";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"3";"0";"3";"3"
"0";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"10";"2"
"1";"1";"1";"0";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"0";"0";"0";"0";"0";"6";"6";"6";"1";"0"
"1";"1";"1";"1";"0";"D";"D";"D";"D";"D";"D"
"BS";"2";"2";"2";"2";"9";"0";"4";"4";"4";"5"
"1";"1";"1";"1";"1";"1";"1";"1";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"0";"1"
"0";"0";"0";"0";"0";"0";"10";"1";"AE";"AE";"AE"
"BS";"BS";"0";"3";"3";"1";"1";"1";"1";"1";"0"
"BS";"BS";"0";"0";"13";"12";"0";"D";"D";"D";"D"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
"BS";"BS";"BS";"BS";"0";"1";"1";"1";"0";"0";"0"
"BS";"BS";"1";"1";"1";"8";"1";"0";"5";"5";"4"
"0";"0";"0";"0";"0";"7";"0";"0";"0";"12";"0"
"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1"
"4";"5";"5";"5";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"1";"1";"1";"1";"1";"1";"7";"8"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"11";"11"
"0";"0";"0";"0";"0";"0";"0";"9";"8";"AE";"AE"
"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"0";"0";"0";"4";"2";"2";"2";"0";"2"
"0";"0";"0";"1";"1";"0";"0";"AE";"AE";"AE";"AE"
"4";"0";"1";"1";"5";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"14";"0";"0"
"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1";"1"
"0";"0";"0";"10";"1";"1";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1"
"BS";"BS";"0";"3";"3";"3";"3";"3";"3";"3";"3"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"1"
"2";"2";"0";"2";"2";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"0";"1";"1";"1";"0";"0";"0";"12";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"3";"3";"3";"3";"D";"D"
"0";"0";"0";"0";"0";"0";"0";"9";"8";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"3";"3";"3"
"0";"10";"0";"0";"0";"0";"0";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"1";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"1";"0";"0";"0";"0";"0";"0"
"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0"
"0";"0";"0";"0";"0";"0";"0";"1";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"0";"2";"2";"2";"2";"2";"2";"2"
"0";"0";"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"1";"0";"0";"0";"0"
"0";"2";"2";"2";"2";"2";"2";"2";"AE";"AE";"AE"
"1";"1";"1";"1";"0";"0";"D";"D";"D";"D";"D"
"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1"
"BS";"BS";"0";"0";"0";"0";"0";"0";"1";"0";"1"
"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"AE"
"1";"1";"1";"D";"D";"D";"D";"D";"D";"D";"D"
"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"AE"
"BS";"BS";"BS";"0";"8";"9";"0";"2";"2";"2";"2"
"BS";"BS";"BS";"1";"1";"1";"0";"1";"1";"D";"D"
"BS";"BS";"0";"0";"0";"0";"0";"0";"14";"0";"0"
"1";"1";"1";"1";"11";"1";"1";"1";"0";"1";"1"
"BS";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1"
"BS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13"
"BS";"BS";"BS";"BS";"BS";"0";"0";"14";"3";"9";"9"
"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
"BS";"BS";"BS";"0";"0";"0";"0";"0";"0";"0";"1"
"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"AE"
"0";"2";"2";"2";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"1";"0";"AE";"AE";"AE";"AE";"AE"
"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"1";"1";"1";"0";"1";"1";"1";"AE";"AE";"AE"
"2";"2";"2";"2";"2";"2";"2";"2";"2";"AE";"AE"
"2";"2";"2";"2";"8";"0";"8";"4";"2";"AE";"AE"
"3";"0";"6";"6";"6";"0";"0";"AE";"AE";"AE";"AE"
"0";"0";"0";"10";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"1";"0";"7";"1";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"1";"0"
"BS";"BS";"BS";"BS";"0";"0";"1";"0";"1";"1";"0"
"2";"2";"0";"2";"D";"D";"D";"D";"D";"D";"D"
"BS";"BS";"BS";"BS";"BS";"2";"2";"2";"2";"4";"0"
"BS";"BS";"0";"0";"0";"1";"1";"1";"0";"D";"D"
"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"10";"10";"13";"12";"D";"D";"D";"D";"D"
"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"1";"1";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"4";"10";"2";"2"
"BS";"BS";"0";"7";"0";"0";"0";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"0";"1";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"10"
"1";"1";"1";"1";"1";"0";"D";"D";"D";"D";"D"
"0";"0";"0";"0";"0";"0";"12";"0";"AE";"AE";"AE"
"BS";"0";"0";"4";"8";"1";"1";"0";"D";"D";"D"
"0";"0";"0";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"5";"1";"AE";"AE";"AE";"AE";"AE"
"2";"2";"2";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"1";"1";"0";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"1";"1";"1";"AE";"AE"
"0";"0";"0";"1";"1";"1";"1";"1";"AE";"AE";"AE"
"BS";"BS";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"0";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1"
"1";"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"3";"3"
"0";"0";"0";"10";"0";"0";"0";"0";"0";"3";"AE"
"0";"10";"D";"D";"D";"D";"D";"D";"D";"D";"D"
"0";"0";"0";"0";"1";"0";"0";"1";"0";"AE";"AE"
"0";"0";"5";"5";"5";"6";"6";"6";"6";"0";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"4";"5"
"BS";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"BS";"BS";"BS";"14";"0";"1";"0";"1";"1";"1";"1"
"BS";"BS";"0";"0";"0";"0";"2";"2";"2";"2";"0"
"0";"0";"0";"0";"0";"1";"0";"0";"8";"AE";"AE"
"0";"0";"0";"0";"13";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"4";"4";"3";"12";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"AE"
"0";"0";"0";"1";"0";"0";"0";"0";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"5";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"9"
"2";"2";"2";"2";"0";"2";"2";"2";"0";"2";"2"
"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"2";"2";"2"
"2";"2";"0";"0";"2";"0";"0";"AE";"AE";"AE";"AE"
"0";"4";"4";"4";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"0";"1";"1";"1";"1";"14";"1";"1";"1";"1";"1"
"0";"0";"0";"1";"1";"1";"1";"1";"1";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1";"1"
"0";"0";"0";"0";"0";"0";"0";"3";"AE";"AE";"AE"
"2";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"1";"0";"0";"D";"D";"D";"D";"D"
"1";"1";"1";"1";"1";"1";"0";"5";"5";"5";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"0";"5"
"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"2";"2"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"9"
"0";"0";"0";"0";"0";"0";"12";"9";"8";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"9";"8";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"4"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"14"
"2";"2";"2";"2";"2";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"0";"0";"0";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1"
"1";"1";"8";"2";"2";"2";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"0";"1";"0";"0";"0";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"1";"1";"0"
"BS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"AE"
"0";"0";"2";"2";"2";"D";"D";"D";"D";"D";"D"
"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"0";"0";"1";"1";"0";"3";"3";"3";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"2";"2"
"0";"0";"0";"0";"0";"0";"1";"1";"AE";"AE";"AE"
"0";"7";"0";"0";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5"
"BS";"BS";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"0";"0";"1"
"1";"1";"1";"1";"11";"3";"0";"D";"D";"D";"D"
"0";"0";"0";"0";"0";"0";"0";"0";"1";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1"
"BS";"1";"1";"1";"1";"6";"6";"1";"1";"1";"1"
"0";"0";"0";"0";"0";"10";"9";"0";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"2";"10"
"BS";"BS";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"BS";"BS";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"BS";"BS";"BS";"BS";"0";"3";"3";"14";"3";"3";"3"
"6";"6";"6";"6";"6";"5";"AE";"AE";"AE";"AE";"AE"
"3";"12";"1";"1";"1";"5";"5";"5";"5";"AE";"AE"
